purchase_order_id,product_id,quantity,price
22,657,70,30.11555794
22,516,96,58.23061218
22,61,11,99.56830753
22,975,42,36.95506538
22,883,9,51.81926525
22,62,60,6.695732127
22,935,5,86.53454311
22,1531,62,86.10887706
22,749,24,97.92858546
22,1342,87,99.65574288
22,216,68,69.47567167
22,271,10,58.6552449
22,688,41,40.60546968
22,1467,50,10.23696061
22,144,3,21.93013292
22,451,52,47.53474195
23,718,97,9.421402387
23,914,73,17.365471
23,951,33,21.139064
23,1515,70,79.76105922
23,81,43,72.57668988
23,865,16,27.17084036
23,498,42,28.28463525
23,1434,22,88.98243008
23,151,55,98.03542612
23,985,61,50.34363465
23,512,20,47.38841568
23,724,5,4.78252337
24,623,24,61.64795612
24,1069,57,84.80532291
24,272,75,93.66026433
24,742,98,4.856865501
24,1259,78,77.32209127
24,1440,61,88.59460708
24,170,60,29.15254718
24,925,30,47.31821715
24,1310,48,53.53071685
24,848,55,89.89337276
25,1312,92,30.29870941
25,385,1,53.02968546
25,1396,76,13.70096068
25,191,9,3.888971849
25,1154,74,2.671229568
25,595,79,83.79235169
25,137,38,29.66766793
25,427,87,5.36283389
25,944,98,88.94566843
25,659,67,43.53791649
26,269,4,38.11570619
26,1390,35,43.87598653
26,1177,46,10.71325858
26,1469,60,5.756144866
26,1445,35,8.198020417
26,1111,91,77.3270411
26,1498,41,8.894301176
26,229,7,23.32341148
26,642,75,88.14181206
26,175,1,71.75491574
27,46,62,98.599952
27,1259,70,86.10786221
27,29,16,87.10176541
27,414,75,79.40205493
27,434,46,47.30305283
27,252,63,4.805716443
27,854,1,90.02897244
27,957,38,56.71610198
27,1371,25,96.37726263
27,84,5,7.542935331
27,244,51,62.25696487
27,1531,60,55.53517172
27,520,83,28.88017263
28,1108,62,65.90984122
28,1187,55,19.25396762
28,162,99,72.79853867
28,819,38,19.4098293
28,872,52,47.04124886
28,1389,57,89.17341926
28,1080,12,42.89451292
28,6,34,7.798616625
28,981,26,12.94971526
28,1230,25,69.48675106
29,1375,52,2.609679668
29,687,38,56.92729376
29,991,33,68.94413942
29,8,34,79.78706621
29,74,90,79.73420937
29,973,99,56.78685053
29,333,33,38.97491774
29,1361,5,73.17658977
29,1549,66,5.436596327
29,383,48,68.07375225
30,1318,3,6.692701704
30,352,11,29.12064853
30,1160,71,71.26364087
30,1125,70,92.68545525
30,642,87,90.95139538
30,1345,29,96.8283429
31,13,97,78.68186873
31,207,17,73.16778704
31,600,29,50.80733039
31,1203,4,83.44901263
31,746,75,79.63076094
31,1082,58,11.12474499
31,1038,98,96.41547612
31,815,83,45.32730963
32,72,21,66.61618299
32,1303,65,52.95756724
32,1256,61,48.64279688
32,1525,61,13.28447488
32,176,19,37.09859927
32,128,75,84.49273685
32,716,48,33.84126863
32,431,73,48.07508513
33,503,47,84.89023379
33,1264,98,15.35729533
33,1037,9,2.93911161
33,1376,27,10.35678972
33,1209,31,2.459906944
33,793,90,48.43739188
33,1448,22,32.96203091
33,248,11,33.53122312
34,56,64,58.6809805
34,7,37,32.07234641
34,1018,65,51.36780314
34,9,41,43.87138826
34,965,49,9.820111612
34,1311,45,79.40192712
34,298,73,25.23222271
34,207,16,41.80628633
34,239,40,74.02261695
34,674,68,56.24711152
35,296,11,27.88391518
35,1134,78,24.64695861
35,1238,82,50.96513809
35,304,61,2.506871846
35,1329,23,81.51122913
35,1166,4,49.00546674
35,1125,47,16.77511048
36,1071,64,17.72849055
36,375,81,36.58040207
36,184,91,41.18014022
36,1182,40,69.32737208
36,880,96,20.5486549
36,387,96,14.04172694
36,597,84,72.78010823
36,176,47,18.16241959
36,1370,44,29.14304055
37,1118,31,69.68963142
37,804,73,68.18209301
37,185,17,14.51138008
37,198,20,5.421160725
37,914,93,67.19174924
37,733,73,97.97115844
38,180,35,31.28425448
38,945,40,69.95579228
38,685,27,42.90004415
38,603,47,67.48094382
38,1091,91,5.866685507
38,1408,76,75.54791217
38,1304,69,99.69028391
38,119,11,9.336241347
38,655,70,57.01328935
38,1421,27,10.68000932
38,494,14,84.67917001
38,169,36,45.32377057
38,1497,72,77.53374663
38,1341,93,3.431537849
39,507,99,10.12855658
39,1333,56,48.60424902
39,1154,62,91.76667921
39,115,80,9.503743564
39,42,10,43.27692343
39,391,20,42.88383243
39,259,91,58.05903842
39,1103,33,39.52085784
39,673,87,38.79269981
39,221,70,69.38783949
40,627,40,69.11591377
40,890,52,45.32230152
40,343,86,80.96183482
40,832,42,15.94866179
40,799,96,87.23656507
40,908,71,68.07578287
40,1183,9,83.15411718
40,1220,58,35.09848745
40,611,45,43.57919353
40,147,21,13.97591505
40,871,94,69.00591184
40,1028,14,25.45827781
41,42,14,98.66545032
41,1508,31,6.7733471
41,844,55,67.26325133
41,1415,30,24.91483349
41,1192,74,28.36678756
41,379,39,84.09562662
41,1431,81,1.764674507
41,815,30,14.6616908
41,1518,5,5.071528002
41,1126,17,72.95234566
41,1052,36,86.8373823
41,542,60,46.55629526
41,296,59,98.38093347
41,1127,61,74.41259866
42,1224,16,32.63256558
42,607,43,47.9659318
42,1470,52,1.853090689
42,836,46,49.52493579
42,157,93,60.8053437
42,1332,85,87.22877783
42,159,83,91.44407369
42,349,97,9.836746302
42,1080,59,31.79723994
42,505,31,82.0471275
42,768,16,79.15274189
42,1321,66,29.06919948
42,1290,19,44.07382582
43,523,34,20.56928012
43,894,90,20.15502705
43,1211,54,27.5955272
43,247,90,49.24995266
43,1150,19,49.31131713
43,613,29,56.5085769
43,84,74,12.87330195
43,819,22,81.14301533
43,1099,24,27.77528449
43,1052,59,70.96419757
43,788,47,6.357638041
43,868,8,1.413994832
43,1335,9,86.28878883
43,436,15,14.24214264
43,94,82,14.54301378
43,465,81,30.53468544
43,93,56,68.72365157
44,123,8,44.35523752
44,1083,68,27.51421861
44,617,13,13.94888492
44,1376,10,33.91058118
44,493,42,71.32950404
44,1110,80,91.45600488
44,1385,90,40.43960522
44,1381,74,42.85177813
44,689,86,20.31557536
44,1336,10,62.34822252
45,1232,29,69.99924311
45,1421,36,3.709123053
45,1065,9,27.84111666
45,119,15,53.58250797
45,365,98,71.52625518
45,434,52,82.04538186
45,254,54,86.60168865
45,1430,66,66.8500183
45,298,12,91.49693357
45,977,97,30.5278218
45,1474,42,69.03833497
46,487,23,65.79100182
46,758,42,25.06469084
46,89,47,70.21551229
46,666,11,77.52218349
46,1215,52,30.43881289
46,978,48,45.58820908
46,398,72,63.55846588
47,1359,32,72.07491308
47,88,55,18.32496322
47,1371,28,47.44532927
47,901,85,75.06407443
47,702,63,39.36450774
47,431,23,21.96560374
47,197,7,72.3701956
47,1138,22,94.85884212
47,1408,83,29.29221318
47,790,9,53.35181414
47,115,60,77.06182434
47,340,17,57.80731496
47,334,62,86.70324544
47,558,73,54.13069968
47,976,72,75.61759674
47,995,56,68.72675502
47,1535,92,4.936276224
47,104,28,44.00384113
48,617,53,79.8515713
48,730,89,62.67406739
48,734,83,80.6153047
48,1481,10,68.83353725
48,1374,51,53.40138954
48,575,77,16.90738396
49,892,2,3.979761507
49,165,67,13.31220452
49,323,73,32.55085364
49,566,65,50.2596257
49,335,28,14.94177752
49,1089,15,25.04148611
49,255,57,36.75983136
50,1324,19,96.01585265
50,1192,76,61.29696274
50,1075,76,22.67230251
50,1064,2,45.32519083
50,457,4,11.50135537
50,287,12,65.16297244
50,353,5,39.28112771
51,1391,75,89.33998359
51,123,55,78.17114302
51,567,91,80.55797175
51,335,47,33.4533488
51,526,98,46.27134602
51,91,32,84.06802062
51,422,67,93.46679442
51,1279,8,10.36263236
51,270,38,50.26605321
51,508,49,26.38409538
52,747,65,37.38383924
52,1524,89,42.59283392
52,1105,27,36.80152426
52,395,17,4.463509595
52,1296,52,56.80913608
52,1153,46,59.96063014
52,956,79,72.09503084
53,1428,36,54.40199708
53,971,24,37.99072683
53,757,71,39.58138657
53,959,82,63.81445696
53,1353,75,5.884547438
53,1047,60,61.36144764
53,373,18,51.36221755
53,60,88,18.9474385
53,283,53,26.43633882
53,1390,67,43.127408
53,582,57,75.26551494
53,108,45,55.16960361
53,1025,92,91.68766725
53,1300,73,64.66539581
53,1423,44,38.61691272
53,188,61,69.69475717
53,1120,75,41.65213433
53,1305,44,30.42558686
53,1144,85,71.87745562
54,601,21,46.33389744
54,161,78,49.14460686
54,1401,7,15.6152697
54,1229,86,85.19322879
54,45,3,99.41740942
54,785,92,25.63522161
54,24,48,74.48918236
54,1476,24,40.79557309
54,599,31,44.27971209
54,194,18,13.02525187
55,105,41,84.61011261
55,19,85,32.0869192
55,753,33,90.27208025
55,1514,57,92.31937972
55,422,66,69.69694389
55,1481,89,45.04236496
55,1070,8,72.52963536
55,391,33,85.55477003
55,1099,42,50.93205278
55,658,48,57.46930542
55,969,90,22.92682437
56,1081,70,8.377758403
56,1408,88,25.88190876
56,952,52,97.73379061
56,271,91,65.32979552
56,1499,91,76.24503328
56,263,64,70.31709829
56,643,41,70.81554762
56,1424,77,77.36307129
56,511,81,57.99851681
56,179,13,79.8120176
56,888,86,93.51027138
56,61,35,97.23021847
56,162,40,13.4233901
56,1325,17,78.61986454
57,1370,3,95.04651637
57,325,37,81.79113218
57,599,69,85.25374642
57,167,67,46.68578357
57,357,33,59.83584752
57,198,74,57.77247917
57,1233,99,49.58757706
57,1527,65,5.951701321
57,820,76,87.27135759
57,289,87,21.63227298
57,989,22,4.775468873
57,1008,19,95.35416898
57,1006,2,28.70971825
58,227,72,65.56331867
58,313,23,41.3240226
58,537,24,15.29785448
58,814,20,53.35080483
58,314,27,21.98283829
58,476,69,87.17997315
58,1437,14,84.44402638
58,836,52,52.93679579
58,805,78,78.41154893
59,813,75,71.97831755
59,1387,18,3.462208714
59,479,86,20.75281745
59,7,58,64.08575827
59,956,65,44.03685509
59,584,16,60.68397714
59,72,51,18.43507125
59,622,88,57.08654707
59,84,39,84.80179736
59,1115,56,27.8995731
59,1398,22,80.52926229
60,452,78,40.82903638
60,58,51,75.73322824
60,1492,30,92.98989196
60,1283,29,59.06454609
60,1280,46,70.10378993
60,23,86,99.51010833
60,802,1,90.35931499
60,465,5,26.21525114
60,735,18,84.25159456
60,1101,41,2.008176643
61,72,29,7.720034811
61,11,94,3.506539807
61,1150,38,2.624431809
62,892,22,1.480783427
62,690,46,73.69949161
62,685,7,65.69609998
62,331,75,68.31928936
62,1224,13,68.36700567
62,708,56,96.25085711
62,135,63,58.81020095
62,1107,46,13.47440314
62,262,2,58.14679817
62,888,72,20.87501889
62,76,94,92.74655636
62,702,93,20.10247022
62,781,81,9.364772333
62,183,68,58.41662069
63,744,99,9.612392443
63,403,22,9.811951333
63,970,7,98.38832272
63,868,54,31.71301574
63,766,65,95.91778881
64,1208,69,80.26150643
64,1483,33,31.57444472
64,972,38,82.73409369
64,1427,74,24.2535053
64,638,79,12.52410385
64,767,54,68.62180543
64,1340,75,16.38033088
64,737,12,77.64461977
64,888,86,85.58511638
64,657,75,33.62765946
64,1090,44,2.996393373
64,557,14,99.9846811
65,1183,68,12.62908334
65,1173,70,53.46477513
65,281,38,82.6008344
65,1267,87,30.39238012
65,295,51,76.10524393
65,581,70,42.30566419
65,880,68,50.37367168
65,1336,93,43.51979976
65,594,19,44.39827552
65,1034,63,31.91873928
65,695,32,32.86872345
65,722,45,45.72171937
66,588,36,94.53508787
66,1471,2,94.37043171
66,925,86,27.98201881
66,1208,11,34.1330393
66,1002,32,69.18374356
66,54,91,72.71950536
66,688,62,90.62479225
66,97,83,77.04501204
66,740,47,18.06643752
66,1522,72,97.6306607
66,1173,85,26.70558546
66,1051,85,77.27294777
66,429,3,88.81693678
66,174,28,37.06496133
66,632,32,48.9112063
66,117,11,36.95593279
66,498,72,17.46329017
66,1235,81,88.40596667
67,1048,12,42.29182649
67,716,95,15.34129682
67,1165,22,21.70957905
67,632,67,31.26565922
67,430,73,85.10158086
67,315,18,36.3034256
67,388,7,7.663583157
67,261,85,89.43203251
67,911,87,63.57685714
68,1186,96,16.04468818
68,476,89,56.64469521
68,700,33,97.78570158
68,1363,5,41.35694787
68,799,32,30.92241973
68,1342,58,23.55641174
68,1323,20,62.32649773
68,951,25,33.71447131
68,1203,95,98.75826817
68,451,60,61.07102928
68,298,31,53.48510288
68,540,14,72.69178219
68,690,42,90.22469864
68,609,36,97.56190289
69,227,35,73.55193363
69,620,24,39.8004948
69,42,72,32.30454497
69,79,97,90.25579194
69,7,5,4.572268959
69,1057,96,8.023648278
69,128,92,67.70231891
69,1015,9,97.25658189
69,334,23,91.66409806
69,735,25,12.12844771
69,230,82,62.79337464
69,86,95,84.58532177
69,1155,49,89.41060697
69,740,25,26.70844768
69,645,72,64.94415738
70,444,32,22.75974248
70,1377,30,11.43384552
70,1154,56,8.623761271
70,930,28,8.328231027
70,1393,68,60.60598707
70,301,33,54.91491824
70,872,60,71.33231212
70,1299,42,64.00710673
70,1305,77,38.34600078
71,974,10,72.02770247
71,75,36,74.03980849
71,371,49,82.5688826
71,254,17,95.26794328
71,1511,7,62.63083716
71,827,78,47.75804912
71,1526,69,6.495511959
71,1196,89,55.14967908
71,1409,2,8.741675851
71,774,51,63.97872974
71,123,86,18.07155159
71,287,76,91.17707465
71,1101,91,33.21770729
71,1476,57,47.57790082
72,748,39,88.56748102
72,237,29,68.66485407
72,458,92,22.88592949
72,798,60,14.54459326
72,508,81,17.41580508
72,340,47,30.83354997
72,1361,86,42.77638803
72,734,98,2.163121375
72,601,55,58.91049934
72,367,69,15.55335141
72,1067,47,6.343284004
73,764,4,74.40109937
73,104,32,99.7154554
73,508,98,40.90618085
73,245,5,44.27063561
73,771,35,95.04096789
73,1547,76,94.02505322
73,814,53,54.30676523
74,452,38,75.54466231
74,94,84,16.11662298
74,1364,89,80.83069194
74,1039,61,87.68684751
74,561,83,38.85026513
74,392,93,88.9947297
74,30,32,96.965947
74,426,63,99.80608993
74,757,92,87.80284749
74,779,92,4.574757614
74,470,79,34.4733718
74,211,20,9.798774911
74,263,10,84.77443693
74,218,40,39.09459341
74,1055,7,69.5740628
74,1190,3,19.01706089
74,3,3,88.59508863
74,108,58,5.699007176
75,843,66,14.13994664
75,1180,52,93.49496019
75,921,47,69.49750501
75,347,1,4.670636548
75,319,76,77.01115553
75,1249,42,78.43408478
75,1358,16,87.27560952
75,943,81,19.38898043
75,1254,26,1.9860349
75,237,94,97.09685596
75,175,96,2.974891307
76,196,47,33.48840445
76,281,60,43.72341812
76,1157,91,46.67334277
76,122,78,11.24398725
77,328,8,85.9395782
77,1372,98,85.00235518
77,584,12,27.72744475
77,15,24,64.90930917
77,1535,72,66.22236588
77,402,5,22.92557331
77,471,79,3.605856098
77,718,67,65.72518381
77,323,39,99.51967719
78,1145,94,6.636101174
78,1447,30,5.724894478
78,1509,17,55.00383712
78,778,96,97.06907844
78,102,88,9.560713195
78,775,75,41.27973124
78,1258,29,10.12614065
78,1378,97,27.81090618
78,266,41,4.607743435
78,1334,34,94.8549347
79,1104,79,98.70451787
79,1425,42,42.64229258
79,1120,60,65.02816597
79,1384,73,27.21659158
79,741,44,1.786048155
79,1299,46,19.06163763
79,713,28,43.34812777
80,390,56,56.81349925
80,414,28,27.50298435
80,382,21,21.24344021
80,1362,16,57.66313425
80,1516,1,54.91070288
80,283,23,48.47282883
80,374,65,25.65089866
80,1098,59,19.56259984
80,784,98,63.13621788
80,268,18,91.72114967
80,807,6,87.68718289
80,906,87,49.32267545
80,813,3,94.49235862
80,1309,93,47.78356703
80,1285,95,3.227180195
80,27,45,41.73570564
80,232,7,26.2490763
80,1463,85,32.21572868
80,1188,95,60.07430306
81,595,52,14.66775482
81,1482,71,97.38928126
81,45,57,40.82345308
81,941,76,57.01136561
81,527,79,26.67908883
81,1085,33,47.02385284
81,81,95,36.75804626
82,494,96,95.35727867
82,171,8,1.518116446
82,1027,41,40.22863449
82,1251,48,83.17592827
83,1287,52,95.79292687
83,336,33,43.22218512
83,739,18,3.535861761
83,907,4,51.27206475
83,713,14,37.62163632
83,424,66,78.64779596
83,1389,65,38.95810797
83,395,13,98.14494492
83,1240,59,85.7922171
84,816,73,82.51251079
84,360,8,17.22275505
84,850,15,55.32722454
84,426,83,45.21765795
84,600,78,92.68451016
84,1493,46,80.71497473
84,373,15,5.632671639
84,746,86,96.66917306
84,1360,21,59.56905262
84,512,11,88.95685479
84,302,7,70.94200377
84,181,92,74.34099785
85,229,7,49.00445229
85,1535,75,56.0674671
85,1473,14,47.28681327
85,581,28,95.0646957
85,566,41,54.42778101
85,794,9,59.35289832
85,704,67,33.15030294
85,668,54,64.09428434
85,179,14,30.18268998
85,1528,72,49.35697031
85,155,88,38.67885527
85,302,54,24.85627246
85,1326,88,16.99417044
86,603,48,11.16440709
86,130,41,29.36130702
86,631,83,67.37212129
86,561,52,80.86698704
86,673,10,3.57025126
86,663,24,71.46809905
86,217,73,21.92029176
86,1522,88,44.66308588
86,689,9,74.07282112
86,1304,56,69.50958694
86,1372,71,79.27205512
86,1464,37,67.56245538
86,1414,54,12.85145268
86,1350,71,10.57735735
86,1219,69,11.62861009
86,1433,14,59.78381817
87,517,99,76.27826375
87,419,23,21.11290356
87,305,77,38.9097414
87,1426,63,47.6715675
87,215,14,36.63339281
87,1041,50,77.8543232
88,804,42,65.15952091
88,470,45,44.67373833
88,1145,5,39.30552034
88,934,1,4.142323514
88,1114,2,68.84790798
88,440,54,23.93347886
88,143,24,70.36106852
89,1470,82,5.037435813
89,432,4,86.51880599
89,1110,31,6.485067934
89,1364,93,45.85858647
89,459,93,5.768741805
89,776,42,13.71840853
90,823,24,34.76223743
90,277,47,11.89904012
90,549,67,99.59135876
90,623,9,77.0626562
90,1291,95,61.58510779
90,1292,8,45.26910149
90,206,92,23.09193459
90,818,19,26.8619209
90,1309,83,92.60827422
90,446,48,7.067384066
90,657,17,12.0984802
90,145,12,47.35495853
90,1414,95,65.58825051
90,92,66,38.90680585
91,153,10,62.2572342
91,1276,44,79.15897011
91,550,30,3.519333767
91,259,46,30.57311675
91,528,43,87.94096989
91,447,44,26.17555814
92,222,68,97.06913115
92,703,84,18.18089702
92,904,20,44.23330559
92,665,31,56.50893052
92,1115,71,46.99506148
92,821,89,43.74597647
92,490,33,70.1737802
92,1345,36,57.05921956
92,1472,52,60.38899338
92,1052,42,60.99199315
93,807,98,35.99703519
93,558,92,9.492213418
93,475,95,98.26618702
93,1057,33,7.24335539
93,198,93,38.20866465
93,479,45,21.20840541
93,937,93,54.35731379
93,602,33,31.79017813
93,1386,18,24.7358404
94,1013,62,17.57708597
94,1144,11,86.98270949
94,763,39,54.45089755
94,295,32,49.37397482
94,127,51,95.49153261
94,315,25,59.07126086
94,411,68,36.17195995
94,441,11,91.13602035
94,1192,70,50.79410725
95,1044,95,11.14666838
95,137,38,66.07724014
95,416,90,99.48242759
95,1184,53,90.70701074
95,603,42,61.66472276
95,739,10,3.306436046
95,1422,85,5.610699065
95,429,35,77.70373491
95,1009,17,38.69113906
95,167,37,74.22702809
95,112,65,31.8628881
96,1462,98,32.40892688
96,373,97,26.99261177
96,172,82,73.09394511
96,160,39,7.645059015
96,1537,51,66.61804256
96,1292,64,79.6625176
96,410,93,31.34335763
96,905,73,33.2140751
96,640,34,50.5714217
96,532,69,62.66008729
97,576,83,94.97827281
97,281,36,16.60393738
97,813,77,4.448877617
97,1541,75,21.61607857
97,75,88,88.7957627
97,193,13,35.29692537
97,501,50,26.71886056
98,900,20,19.71522845
98,1358,45,75.55576258
98,1055,29,7.465400807
98,400,94,13.37769912
98,551,14,20.84768756
98,890,17,38.27318555
98,866,56,81.34190817
98,646,39,50.30403934
98,1172,38,8.963583901
98,961,52,63.85081355
98,585,57,16.43937151
99,1019,36,95.93070454
99,1063,43,46.25330203
99,485,16,72.22632362
99,281,38,4.005551838
99,478,6,72.40989027
99,700,91,94.33659219
99,107,85,74.0053504
99,316,78,2.031110723
99,524,76,42.77247451
99,291,92,86.54659294
99,960,24,16.8810799
99,263,45,72.85681278
99,172,15,41.69352352
100,1385,89,82.06215203
100,809,23,9.580051726
100,463,54,68.99100354
100,468,14,58.23900644
100,416,26,5.060002809
100,914,63,76.95700497
100,1000,42,94.51137578
100,3,91,16.49229695
100,1550,72,43.33617741
100,597,86,35.18028556
100,1280,14,77.18633871
101,528,43,11.94948313
101,166,45,58.46292463
101,551,98,65.46839173
101,204,38,16.63018415
101,900,10,56.91694533
101,271,84,93.19098805
101,209,83,89.31270754
101,1259,62,81.10371982
101,1195,12,58.77717081
102,424,54,90.86572128
102,306,53,98.33674305
102,1088,71,64.48147488
102,528,70,26.25217653
102,527,40,59.07786529
103,842,28,42.4805865
103,954,4,98.02913413
103,619,66,84.37606776
103,524,29,1.184997346
103,827,12,12.72391763
103,1020,50,68.40600587
103,1189,63,46.36962703
103,1453,37,66.85271167
103,520,3,47.84482637
103,1215,86,35.93342944
104,1155,43,68.9759179
104,108,83,76.15703304
104,189,32,78.9680588
104,1030,12,37.99426479
104,407,30,79.41555448
104,857,95,28.81020339
104,1516,51,66.8114002
104,562,26,73.64983521
104,84,7,74.00738026
104,291,24,51.5110265
104,1232,65,42.61712332
104,862,69,67.30183966
104,287,83,93.21557819
104,1090,46,74.90185333
104,1100,59,51.96603548
105,350,50,59.04507862
105,1376,63,60.49199664
105,98,58,22.43594144
105,446,7,48.47788944
105,614,14,95.30011838
106,99,64,19.78573719
106,989,93,4.843099591
106,1078,58,3.971611017
106,1049,5,91.26213565
106,1399,12,57.9146533
106,581,74,77.17155914
106,526,12,76.71156602
106,1134,38,79.81642049
106,1176,13,16.57243924
106,184,70,41.58984675
106,80,34,10.42450687
106,806,73,1.083609217
106,838,73,67.52240156
107,535,36,59.43668036
107,884,69,10.37657631
107,299,25,85.69854371
107,418,45,9.521988988
107,593,39,29.52781794
107,1294,91,39.89665432
107,275,8,67.58342559
108,749,73,86.08998721
108,19,69,62.26920085
108,650,64,14.72277783
108,712,31,34.97878935
108,1354,79,32.21043948
108,381,33,45.35213859
108,148,57,69.64864187
108,844,33,34.04272743
108,1157,80,5.128863157
108,1064,10,52.02448414
108,1310,88,53.08051042
108,216,8,35.5607043
108,885,91,25.17323383
109,1115,11,88.2447497
109,1040,20,67.01422679
109,68,13,62.40436915
109,778,17,43.36514522
109,390,44,57.62670878
109,349,5,76.5911197
110,973,79,99.02286361
110,674,36,66.23273542
110,1321,82,81.04224767
110,1523,27,32.1305701
110,518,58,7.369397862
110,25,36,73.67932379
110,199,14,8.904903092
110,1230,26,42.51409064
110,512,10,3.855605001
110,1154,82,36.23608745
110,91,88,11.03882607
110,912,86,66.6028998
110,49,75,1.960952186
110,757,59,6.261414815
110,1387,45,93.11378694
111,1107,90,29.37587818
111,234,21,19.94643705
111,913,60,10.80822559
111,1459,7,68.55256016
111,11,15,70.21640135
111,365,68,63.5638128
111,989,88,84.16585974
111,594,22,51.42825262
