store_id,product_id,quantity
4,45,500
5,45,500
1,46,500
2,46,500
3,46,500
4,46,500
5,46,500
1,47,500
2,47,500
3,47,500
4,47,500
5,47,500
1,48,500
2,48,500
3,48,500
4,48,500
5,48,500
1,49,500
2,49,500
3,49,500
4,49,500
5,49,500
1,50,500
2,50,500
3,50,500
4,50,500
5,50,500
1,51,500
2,51,500
3,51,500
4,51,500
5,51,500
1,52,500
2,52,500
3,52,500
4,52,500
5,52,500
1,53,500
2,53,500
3,53,500
4,53,500
5,53,500
1,54,500
2,54,500
3,54,500
4,54,500
5,54,500
1,55,500
2,55,500
3,55,500
4,55,500
5,55,500
1,56,500
2,56,500
3,56,500
4,56,500
5,56,500
1,57,500
2,57,500
3,57,500
4,57,500
5,57,500
1,58,500
2,58,500
3,58,500
4,58,500
5,58,500
1,59,500
2,59,500
3,59,500
4,59,500
5,59,500
1,60,500
2,60,500
3,60,500
4,60,500
5,60,500
1,61,500
2,61,500
3,61,500
4,61,500
5,61,500
1,62,500
2,62,500
3,62,500
4,62,500
5,62,500
1,63,500
2,63,500
3,63,500
4,63,500
5,63,500
1,64,500
2,64,500
3,64,500
4,64,500
5,64,500
1,65,500
2,65,500
3,65,500
4,65,500
5,65,500
1,66,500
2,66,500
3,66,500
4,66,500
5,66,500
1,67,500
2,67,500
3,67,500
4,67,500
5,67,500
1,68,500
2,68,500
3,68,500
4,68,500
5,68,500
1,69,500
2,69,500
3,69,500
4,69,500
5,69,500
1,70,500
2,70,500
3,70,500
4,70,500
5,70,500
1,71,500
2,71,500
3,71,500
4,71,500
5,71,500
1,72,500
2,72,500
3,72,500
4,72,500
5,72,500
1,73,500
2,73,500
3,73,500
4,73,500
5,73,500
1,74,500
2,74,500
3,74,500
4,74,500
5,74,500
1,75,500
2,75,500
3,75,500
4,75,500
5,75,500
1,76,500
2,76,500
3,76,500
4,76,500
5,76,500
1,77,500
2,77,500
3,77,500
4,77,500
5,77,500
1,78,500
2,78,500
3,78,500
4,78,500
5,78,500
1,79,500
2,79,500
3,79,500
4,79,500
5,79,500
1,80,500
2,80,500
3,80,500
4,80,500
5,80,500
1,81,500
2,81,500
3,81,500
4,81,500
5,81,500
1,82,500
2,82,500
3,82,500
4,82,500
5,82,500
1,83,500
2,83,500
3,83,500
4,83,500
5,83,500
1,84,500
2,84,500
3,84,500
4,84,500
5,84,500
1,85,500
2,85,500
3,85,500
4,85,500
5,85,500
1,86,500
2,86,500
3,86,500
4,86,500
5,86,500
1,87,500
2,87,500
3,87,500
4,87,500
5,87,500
1,88,500
2,88,500
3,88,500
4,88,500
5,88,500
1,89,500
2,89,500
3,89,500
4,89,500
5,89,500
1,90,500
2,90,500
3,90,500
4,90,500
5,90,500
1,91,500
2,91,500
3,91,500
4,91,500
5,91,500
1,92,500
2,92,500
3,92,500
4,92,500
5,92,500
1,93,500
2,93,500
3,93,500
4,93,500
5,93,500
1,94,500
2,94,500
3,94,500
4,94,500
5,94,500
1,95,500
2,95,500
3,95,500
4,95,500
5,95,500
1,96,500
2,96,500
3,96,500
4,96,500
5,96,500
1,97,500
2,97,500
3,97,500
4,97,500
5,97,500
1,98,500
2,98,500
3,98,500
4,98,500
5,98,500
1,99,500
2,99,500
3,99,500
4,99,500
5,99,500
1,100,500
2,100,500
3,100,500
4,100,500
5,100,500
1,101,500
2,101,500
3,101,500
4,101,500
5,101,500
1,102,500
2,102,500
3,102,500
4,102,500
5,102,500
1,103,500
2,103,500
3,103,500
4,103,500
5,103,500
1,104,500
2,104,500
3,104,500
4,104,500
5,104,500
1,105,500
2,105,500
3,105,500
4,105,500
5,105,500
1,106,500
2,106,500
3,106,500
4,106,500
5,106,500
1,107,500
2,107,500
3,107,500
4,107,500
5,107,500
1,108,500
2,108,500
3,108,500
4,108,500
5,108,500
1,109,500
2,109,500
3,109,500
4,109,500
5,109,500
1,110,500
2,110,500
3,110,500
4,110,500
5,110,500
1,111,500
2,111,500
3,111,500
4,111,500
5,111,500
1,112,500
2,112,500
3,112,500
4,112,500
5,112,500
1,113,500
2,113,500
3,113,500
4,113,500
5,113,500
1,114,500
2,114,500
3,114,500
4,114,500
5,114,500
1,115,500
2,115,500
3,115,500
4,115,500
5,115,500
1,116,500
2,116,500
3,116,500
4,116,500
5,116,500
1,117,500
2,117,500
3,117,500
4,117,500
5,117,500
1,118,500
2,118,500
3,118,500
4,118,500
5,118,500
1,119,500
2,119,500
3,119,500
4,119,500
5,119,500
1,120,500
2,120,500
3,120,500
4,120,500
5,120,500
1,121,500
2,121,500
3,121,500
4,121,500
5,121,500
1,122,500
2,122,500
3,122,500
4,122,500
5,122,500
1,123,500
2,123,500
3,123,500
4,123,500
5,123,500
1,124,500
2,124,500
3,124,500
4,124,500
5,124,500
1,125,500
2,125,500
3,125,500
4,125,500
5,125,500
1,126,500
2,126,500
3,126,500
4,126,500
5,126,500
1,127,500
2,127,500
3,127,500
4,127,500
5,127,500
1,128,500
2,128,500
3,128,500
4,128,500
5,128,500
1,129,500
2,129,500
3,129,500
4,129,500
5,129,500
1,130,500
2,130,500
3,130,500
4,130,500
5,130,500
1,131,500
2,131,500
3,131,500
4,131,500
5,131,500
1,132,500
2,132,500
3,132,500
4,132,500
5,132,500
1,133,500
2,133,500
3,133,500
4,133,500
5,133,500
1,134,500
2,134,500
3,134,500
4,134,500
5,134,500
1,135,500
2,135,500
3,135,500
4,135,500
5,135,500
1,136,500
2,136,500
3,136,500
4,136,500
5,136,500
1,137,500
2,137,500
3,137,500
4,137,500
5,137,500
1,138,500
2,138,500
3,138,500
4,138,500
5,138,500
1,139,500
2,139,500
3,139,500
4,139,500
5,139,500
1,140,500
2,140,500
3,140,500
4,140,500
5,140,500
1,141,500
2,141,500
3,141,500
4,141,500
5,141,500
1,142,500
2,142,500
3,142,500
4,142,500
5,142,500
1,143,500
2,143,500
3,143,500
4,143,500
5,143,500
1,144,500
2,144,500
3,144,500
4,144,500
5,144,500
1,145,500
2,145,500
3,145,500
4,145,500
5,145,500
1,146,500
2,146,500
3,146,500
4,146,500
5,146,500
1,147,500
2,147,500
3,147,500
4,147,500
5,147,500
1,148,500
2,148,500
3,148,500
4,148,500
5,148,500
1,149,500
2,149,500
3,149,500
4,149,500
5,149,500
1,150,500
2,150,500
3,150,500
4,150,500
5,150,500
1,151,500
2,151,500
3,151,500
4,151,500
5,151,500
1,152,500
2,152,500
3,152,500
4,152,500
5,152,500
1,153,500
2,153,500
3,153,500
4,153,500
5,153,500
1,154,500
2,154,500
3,154,500
4,154,500
5,154,500
1,155,500
2,155,500
3,155,500
4,155,500
5,155,500
1,156,500
2,156,500
3,156,500
4,156,500
5,156,500
1,157,500
2,157,500
3,157,500
4,157,500
5,157,500
1,158,500
2,158,500
3,158,500
4,158,500
5,158,500
1,159,500
2,159,500
3,159,500
4,159,500
5,159,500
1,160,500
2,160,500
3,160,500
4,160,500
5,160,500
1,161,500
2,161,500
3,161,500
4,161,500
5,161,500
1,162,500
2,162,500
3,162,500
4,162,500
5,162,500
1,163,500
2,163,500
3,163,500
4,163,500
5,163,500
1,164,500
2,164,500
3,164,500
4,164,500
5,164,500
1,165,500
2,165,500
3,165,500
4,165,500
5,165,500
1,166,500
2,166,500
3,166,500
4,166,500
5,166,500
1,167,500
2,167,500
3,167,500
4,167,500
5,167,500
1,168,500
2,168,500
3,168,500
4,168,500
5,168,500
1,169,500
2,169,500
3,169,500
4,169,500
5,169,500
1,170,500
2,170,500
3,170,500
4,170,500
5,170,500
1,171,500
2,171,500
3,171,500
4,171,500
5,171,500
1,172,500
2,172,500
3,172,500
4,172,500
5,172,500
1,173,500
2,173,500
3,173,500
4,173,500
5,173,500
1,174,500
2,174,500
3,174,500
4,174,500
5,174,500
1,175,500
2,175,500
3,175,500
4,175,500
5,175,500
1,176,500
2,176,500
3,176,500
4,176,500
5,176,500
1,177,500
2,177,500
3,177,500
4,177,500
5,177,500
1,178,500
2,178,500
3,178,500
4,178,500
5,178,500
1,179,500
2,179,500
3,179,500
4,179,500
5,179,500
1,180,500
2,180,500
3,180,500
4,180,500
5,180,500
1,181,500
2,181,500
3,181,500
4,181,500
5,181,500
1,182,500
2,182,500
3,182,500
4,182,500
5,182,500
1,183,500
2,183,500
3,183,500
4,183,500
5,183,500
1,184,500
2,184,500
3,184,500
4,184,500
5,184,500
1,185,500
2,185,500
3,185,500
4,185,500
5,185,500
1,186,500
2,186,500
3,186,500
4,186,500
5,186,500
1,187,500
2,187,500
3,187,500
4,187,500
5,187,500
1,188,500
2,188,500
3,188,500
4,188,500
5,188,500
1,189,500
2,189,500
3,189,500
4,189,500
5,189,500
1,190,500
2,190,500
3,190,500
4,190,500
5,190,500
1,191,500
2,191,500
3,191,500
4,191,500
5,191,500
1,192,500
2,192,500
3,192,500
4,192,500
5,192,500
1,193,500
2,193,500
3,193,500
4,193,500
5,193,500
1,194,500
2,194,500
3,194,500
4,194,500
5,194,500
1,195,500
2,195,500
3,195,500
4,195,500
5,195,500
1,196,500
2,196,500
3,196,500
4,196,500
5,196,500
1,197,500
2,197,500
3,197,500
4,197,500
5,197,500
1,198,500
2,198,500
3,198,500
4,198,500
5,198,500
1,199,500
2,199,500
3,199,500
4,199,500
5,199,500
1,200,500
2,200,500
3,200,500
4,200,500
5,200,500
1,201,500
2,201,500
3,201,500
4,201,500
5,201,500
1,202,500
2,202,500
3,202,500
4,202,500
5,202,500
1,203,500
2,203,500
3,203,500
4,203,500
5,203,500
1,204,500
2,204,500
3,204,500
4,204,500
5,204,500
1,205,500
2,205,500
3,205,500
4,205,500
5,205,500
1,206,500
2,206,500
3,206,500
4,206,500
5,206,500
1,207,500
2,207,500
3,207,500
4,207,500
5,207,500
1,208,500
2,208,500
3,208,500
4,208,500
5,208,500
1,209,500
2,209,500
3,209,500
4,209,500
5,209,500
1,210,500
2,210,500
3,210,500
4,210,500
5,210,500
1,211,500
2,211,500
3,211,500
4,211,500
5,211,500
1,212,500
2,212,500
3,212,500
4,212,500
5,212,500
1,213,500
2,213,500
3,213,500
4,213,500
5,213,500
1,214,500
2,214,500
3,214,500
4,214,500
5,214,500
1,215,500
2,215,500
3,215,500
4,215,500
5,215,500
1,216,500
2,216,500
3,216,500
4,216,500
5,216,500
1,217,500
2,217,500
3,217,500
4,217,500
5,217,500
1,218,500
2,218,500
3,218,500
4,218,500
5,218,500
1,219,500
2,219,500
3,219,500
4,219,500
5,219,500
1,220,500
2,220,500
3,220,500
4,220,500
5,220,500
1,221,500
2,221,500
3,221,500
4,221,500
5,221,500
1,222,500
2,222,500
3,222,500
4,222,500
5,222,500
1,223,500
2,223,500
3,223,500
4,223,500
5,223,500
1,224,500
2,224,500
3,224,500
4,224,500
5,224,500
1,225,500
2,225,500
3,225,500
4,225,500
5,225,500
1,226,500
2,226,500
3,226,500
4,226,500
5,226,500
1,227,500
2,227,500
3,227,500
4,227,500
5,227,500
1,228,500
2,228,500
3,228,500
4,228,500
5,228,500
1,229,500
2,229,500
3,229,500
4,229,500
5,229,500
1,230,500
2,230,500
3,230,500
4,230,500
5,230,500
1,231,500
2,231,500
3,231,500
4,231,500
5,231,500
1,232,500
2,232,500
3,232,500
4,232,500
5,232,500
1,233,500
2,233,500
3,233,500
4,233,500
5,233,500
1,234,500
2,234,500
3,234,500
4,234,500
5,234,500
1,235,500
2,235,500
3,235,500
4,235,500
5,235,500
1,236,500
2,236,500
3,236,500
4,236,500
5,236,500
1,237,500
2,237,500
3,237,500
4,237,500
5,237,500
1,238,500
2,238,500
3,238,500
4,238,500
5,238,500
1,239,500
2,239,500
3,239,500
4,239,500
5,239,500
1,240,500
2,240,500
3,240,500
4,240,500
5,240,500
1,241,500
2,241,500
3,241,500
4,241,500
5,241,500
1,242,500
2,242,500
3,242,500
4,242,500
5,242,500
1,243,500
2,243,500
3,243,500
4,243,500
5,243,500
1,244,500
2,244,500
3,244,500
4,244,500
5,244,500
1,245,500
2,245,500
3,245,500
4,245,500
5,245,500
1,246,500
2,246,500
3,246,500
4,246,500
5,246,500
1,247,500
2,247,500
3,247,500
4,247,500
5,247,500
1,248,500
2,248,500
3,248,500
4,248,500
5,248,500
1,249,500
2,249,500
3,249,500
4,249,500
5,249,500
1,250,500
2,250,500
3,250,500
4,250,500
5,250,500
1,251,500
2,251,500
3,251,500
4,251,500
5,251,500
1,252,500
2,252,500
3,252,500
4,252,500
5,252,500
1,253,500
2,253,500
3,253,500
4,253,500
5,253,500
1,254,500
2,254,500
3,254,500
4,254,500
5,254,500
1,255,500
2,255,500
3,255,500
4,255,500
5,255,500
1,256,500
2,256,500
3,256,500
4,256,500
5,256,500
1,257,500
2,257,500
3,257,500
4,257,500
5,257,500
1,258,500
2,258,500
3,258,500
4,258,500
5,258,500
1,259,500
2,259,500
3,259,500
4,259,500
5,259,500
1,260,500
2,260,500
3,260,500
4,260,500
5,260,500
1,261,500
2,261,500
3,261,500
4,261,500
5,261,500
1,262,500
2,262,500
3,262,500
4,262,500
5,262,500
1,263,500
2,263,500
3,263,500
4,263,500
5,263,500
1,264,500
2,264,500
3,264,500
4,264,500
5,264,500
1,265,500
2,265,500
3,265,500
4,265,500
5,265,500
1,266,500
2,266,500
3,266,500
4,266,500
5,266,500
1,267,500
2,267,500
3,267,500
4,267,500
5,267,500
1,268,500
2,268,500
3,268,500
4,268,500
5,268,500
1,269,500
2,269,500
3,269,500
4,269,500
5,269,500
1,270,500
2,270,500
3,270,500
4,270,500
5,270,500
1,271,500
2,271,500
3,271,500
4,271,500
5,271,500
1,272,500
2,272,500
3,272,500
4,272,500
5,272,500
1,273,500
2,273,500
3,273,500
4,273,500
5,273,500
1,274,500
2,274,500
3,274,500
4,274,500
5,274,500
1,275,500
2,275,500
3,275,500
4,275,500
5,275,500
1,276,500
2,276,500
3,276,500
4,276,500
5,276,500
1,277,500
2,277,500
3,277,500
4,277,500
5,277,500
1,278,500
2,278,500
3,278,500
4,278,500
5,278,500
1,279,500
2,279,500
3,279,500
4,279,500
5,279,500
1,280,500
2,280,500
3,280,500
4,280,500
5,280,500
1,281,500
2,281,500
3,281,500
4,281,500
5,281,500
1,282,500
2,282,500
3,282,500
4,282,500
5,282,500
1,283,500
2,283,500
3,283,500
4,283,500
5,283,500
1,284,500
2,284,500
3,284,500
4,284,500
5,284,500
1,285,500
2,285,500
3,285,500
4,285,500
5,285,500
1,286,500
2,286,500
3,286,500
4,286,500
5,286,500
1,287,500
2,287,500
3,287,500
4,287,500
5,287,500
1,288,500
2,288,500
3,288,500
4,288,500
5,288,500
1,289,500
2,289,500
3,289,500
4,289,500
5,289,500
1,290,500
2,290,500
3,290,500
4,290,500
5,290,500
1,291,500
2,291,500
3,291,500
4,291,500
5,291,500
1,292,500
2,292,500
3,292,500
4,292,500
5,292,500
1,293,500
2,293,500
3,293,500
4,293,500
5,293,500
1,294,500
2,294,500
3,294,500
4,294,500
5,294,500
1,295,500
2,295,500
3,295,500
4,295,500
5,295,500
1,296,500
2,296,500
3,296,500
4,296,500
5,296,500
1,297,500
2,297,500
3,297,500
4,297,500
5,297,500
1,298,500
2,298,500
3,298,500
4,298,500
5,298,500
1,299,500
2,299,500
3,299,500
4,299,500
5,299,500
1,300,500
2,300,500
3,300,500
4,300,500
5,300,500
1,301,500
2,301,500
3,301,500
4,301,500
5,301,500
1,302,500
2,302,500
3,302,500
4,302,500
5,302,500
1,303,500
2,303,500
3,303,500
4,303,500
5,303,500
1,304,500
2,304,500
3,304,500
4,304,500
5,304,500
1,305,500
2,305,500
3,305,500
4,305,500
5,305,500
1,306,500
2,306,500
3,306,500
4,306,500
5,306,500
1,307,500
2,307,500
3,307,500
4,307,500
5,307,500
1,308,500
2,308,500
3,308,500
4,308,500
5,308,500
1,309,500
2,309,500
3,309,500
4,309,500
5,309,500
1,310,500
2,310,500
3,310,500
4,310,500
5,310,500
1,311,500
2,311,500
3,311,500
4,311,500
5,311,500
1,312,500
2,312,500
3,312,500
4,312,500
5,312,500
1,313,500
2,313,500
3,313,500
4,313,500
5,313,500
1,314,500
2,314,500
3,314,500
4,314,500
5,314,500
1,315,500
2,315,500
3,315,500
4,315,500
5,315,500
1,316,500
2,316,500
3,316,500
4,316,500
5,316,500
1,317,500
2,317,500
3,317,500
4,317,500
5,317,500
1,318,500
2,318,500
3,318,500
4,318,500
5,318,500
1,319,500
2,319,500
3,319,500
4,319,500
5,319,500
1,320,500
2,320,500
3,320,500
4,320,500
5,320,500
1,321,500
2,321,500
3,321,500
4,321,500
5,321,500
1,322,500
2,322,500
3,322,500
4,322,500
5,322,500
1,323,500
2,323,500
3,323,500
4,323,500
5,323,500
1,324,500
2,324,500
3,324,500
4,324,500
5,324,500
1,325,500
2,325,500
3,325,500
4,325,500
5,325,500
1,326,500
2,326,500
3,326,500
4,326,500
5,326,500
1,327,500
2,327,500
3,327,500
4,327,500
5,327,500
1,328,500
2,328,500
3,328,500
4,328,500
5,328,500
1,329,500
2,329,500
3,329,500
4,329,500
5,329,500
1,330,500
2,330,500
3,330,500
4,330,500
5,330,500
1,331,500
2,331,500
3,331,500
4,331,500
5,331,500
1,332,500
2,332,500
3,332,500
4,332,500
5,332,500
1,333,500
2,333,500
3,333,500
4,333,500
5,333,500
1,334,500
2,334,500
3,334,500
4,334,500
5,334,500
1,335,500
2,335,500
3,335,500
4,335,500
5,335,500
1,336,500
2,336,500
3,336,500
4,336,500
5,336,500
1,337,500
2,337,500
3,337,500
4,337,500
5,337,500
1,338,500
2,338,500
3,338,500
4,338,500
5,338,500
1,339,500
2,339,500
3,339,500
4,339,500
5,339,500
1,340,500
2,340,500
3,340,500
4,340,500
5,340,500
1,341,500
2,341,500
3,341,500
4,341,500
5,341,500
1,342,500
2,342,500
3,342,500
4,342,500
5,342,500
1,343,500
2,343,500
3,343,500
4,343,500
5,343,500
1,344,500
2,344,500
3,344,500
4,344,500
5,344,500
1,345,500
2,345,500
3,345,500
4,345,500
5,345,500
1,346,500
2,346,500
3,346,500
4,346,500
5,346,500
1,347,500
2,347,500
3,347,500
4,347,500
5,347,500
1,348,500
2,348,500
3,348,500
4,348,500
5,348,500
1,349,500
2,349,500
3,349,500
4,349,500
5,349,500
1,350,500
2,350,500
3,350,500
4,350,500
5,350,500
1,351,500
2,351,500
3,351,500
4,351,500
5,351,500
1,352,500
2,352,500
3,352,500
4,352,500
5,352,500
1,353,500
2,353,500
3,353,500
4,353,500
5,353,500
1,354,500
2,354,500
3,354,500
4,354,500
5,354,500
1,355,500
2,355,500
3,355,500
4,355,500
5,355,500
1,356,500
2,356,500
3,356,500
4,356,500
5,356,500
1,357,500
2,357,500
3,357,500
4,357,500
5,357,500
1,358,500
2,358,500
3,358,500
4,358,500
5,358,500
1,359,500
2,359,500
3,359,500
4,359,500
5,359,500
1,360,500
2,360,500
3,360,500
4,360,500
5,360,500
1,361,500
2,361,500
3,361,500
4,361,500
5,361,500
1,362,500
2,362,500
3,362,500
4,362,500
5,362,500
1,363,500
2,363,500
3,363,500
4,363,500
5,363,500
1,364,500
2,364,500
3,364,500
4,364,500
5,364,500
1,365,500
2,365,500
3,365,500
4,365,500
5,365,500
1,366,500
2,366,500
3,366,500
4,366,500
5,366,500
1,367,500
2,367,500
3,367,500
4,367,500
5,367,500
1,368,500
2,368,500
3,368,500
4,368,500
5,368,500
1,369,500
2,369,500
3,369,500
4,369,500
5,369,500
1,370,500
2,370,500
3,370,500
4,370,500
5,370,500
1,371,500
2,371,500
3,371,500
4,371,500
5,371,500
1,372,500
2,372,500
3,372,500
4,372,500
5,372,500
1,373,500
2,373,500
3,373,500
4,373,500
5,373,500
1,374,500
2,374,500
3,374,500
4,374,500
5,374,500
1,375,500
2,375,500
3,375,500
4,375,500
5,375,500
1,376,500
2,376,500
3,376,500
4,376,500
5,376,500
1,377,500
2,377,500
3,377,500
4,377,500
5,377,500
1,378,500
2,378,500
3,378,500
4,378,500
5,378,500
1,379,500
2,379,500
3,379,500
4,379,500
5,379,500
1,380,500
2,380,500
3,380,500
4,380,500
5,380,500
1,381,500
2,381,500
3,381,500
4,381,500
5,381,500
1,382,500
2,382,500
3,382,500
4,382,500
5,382,500
1,383,500
2,383,500
3,383,500
4,383,500
5,383,500
1,384,500
2,384,500
3,384,500
4,384,500
5,384,500
1,385,500
2,385,500
3,385,500
4,385,500
5,385,500
1,386,500
2,386,500
3,386,500
4,386,500
5,386,500
1,387,500
2,387,500
3,387,500
4,387,500
5,387,500
1,388,500
2,388,500
3,388,500
4,388,500
5,388,500
1,389,500
2,389,500
3,389,500
4,389,500
5,389,500
1,390,500
2,390,500
3,390,500
4,390,500
5,390,500
1,391,500
2,391,500
3,391,500
4,391,500
5,391,500
1,392,500
2,392,500
3,392,500
4,392,500
5,392,500
1,393,500
2,393,500
3,393,500
4,393,500
5,393,500
1,394,500
2,394,500
3,394,500
4,394,500
5,394,500
1,395,500
2,395,500
3,395,500
4,395,500
5,395,500
1,396,500
2,396,500
3,396,500
4,396,500
5,396,500
1,397,500
2,397,500
3,397,500
4,397,500
5,397,500
1,398,500
2,398,500
3,398,500
4,398,500
5,398,500
1,399,500
2,399,500
3,399,500
4,399,500
5,399,500
1,400,500
2,400,500
3,400,500
4,400,500
5,400,500
1,401,500
2,401,500
3,401,500
4,401,500
5,401,500
1,402,500
2,402,500
3,402,500
4,402,500
5,402,500
1,403,500
2,403,500
3,403,500
4,403,500
5,403,500
1,404,500
2,404,500
3,404,500
4,404,500
5,404,500
1,405,500
2,405,500
3,405,500
4,405,500
5,405,500
1,406,500
2,406,500
3,406,500
4,406,500
5,406,500
1,407,500
2,407,500
3,407,500
4,407,500
5,407,500
1,408,500
2,408,500
3,408,500
4,408,500
5,408,500
1,409,500
2,409,500
3,409,500
4,409,500
5,409,500
1,410,500
2,410,500
3,410,500
4,410,500
5,410,500
1,411,500
2,411,500
3,411,500
4,411,500
5,411,500
1,412,500
2,412,500
3,412,500
4,412,500
5,412,500
1,413,500
2,413,500
3,413,500
4,413,500
5,413,500
1,414,500
2,414,500
3,414,500
4,414,500
5,414,500
1,415,500
2,415,500
3,415,500
4,415,500
5,415,500
1,416,500
2,416,500
3,416,500
4,416,500
5,416,500
1,417,500
2,417,500
3,417,500
4,417,500
5,417,500
1,418,500
2,418,500
3,418,500
4,418,500
5,418,500
1,419,500
2,419,500
3,419,500
4,419,500
5,419,500
1,420,500
2,420,500
3,420,500
4,420,500
5,420,500
1,421,500
2,421,500
3,421,500
4,421,500
5,421,500
1,422,500
2,422,500
3,422,500
4,422,500
5,422,500
1,423,500
2,423,500
3,423,500
4,423,500
5,423,500
1,424,500
2,424,500
3,424,500
4,424,500
5,424,500
1,425,500
2,425,500
3,425,500
4,425,500
5,425,500
1,426,500
2,426,500
3,426,500
4,426,500
5,426,500
1,427,500
2,427,500
3,427,500
4,427,500
5,427,500
1,428,500
2,428,500
3,428,500
4,428,500
5,428,500
1,429,500
2,429,500
3,429,500
4,429,500
5,429,500
1,430,500
2,430,500
3,430,500
4,430,500
5,430,500
1,431,500
2,431,500
3,431,500
4,431,500
5,431,500
1,432,500
2,432,500
3,432,500
4,432,500
5,432,500
1,433,500
2,433,500
3,433,500
4,433,500
5,433,500
1,434,500
2,434,500
3,434,500
4,434,500
5,434,500
1,435,500
2,435,500
3,435,500
4,435,500
5,435,500
1,436,500
2,436,500
3,436,500
4,436,500
5,436,500
1,437,500
2,437,500
3,437,500
4,437,500
5,437,500
1,438,500
2,438,500
3,438,500
4,438,500
5,438,500
1,439,500
2,439,500
3,439,500
4,439,500
5,439,500
1,440,500
2,440,500
3,440,500
4,440,500
5,440,500
1,441,500
2,441,500
3,441,500
4,441,500
5,441,500
1,442,500
2,442,500
3,442,500
4,442,500
5,442,500
1,443,500
2,443,500
3,443,500
4,443,500
5,443,500
1,444,500
2,444,500
3,444,500
4,444,500
5,444,500
1,445,500
2,445,500
3,445,500
4,445,500
5,445,500
1,446,500
2,446,500
3,446,500
4,446,500
5,446,500
1,447,500
2,447,500
3,447,500
4,447,500
5,447,500
1,448,500
2,448,500
3,448,500
4,448,500
5,448,500
1,449,500
2,449,500
3,449,500
4,449,500
5,449,500
1,450,500
2,450,500
3,450,500
4,450,500
5,450,500
1,451,500
2,451,500
3,451,500
4,451,500
5,451,500
1,452,500
2,452,500
3,452,500
4,452,500
5,452,500
1,453,500
2,453,500
3,453,500
4,453,500
5,453,500
1,454,500
2,454,500
3,454,500
4,454,500
5,454,500
1,455,500
2,455,500
3,455,500
4,455,500
5,455,500
1,456,500
2,456,500
3,456,500
4,456,500
5,456,500
1,457,500
2,457,500
3,457,500
4,457,500
5,457,500
1,458,500
2,458,500
3,458,500
4,458,500
5,458,500
1,459,500
2,459,500
3,459,500
4,459,500
5,459,500
1,460,500
2,460,500
3,460,500
4,460,500
5,460,500
1,461,500
2,461,500
3,461,500
4,461,500
5,461,500
1,462,500
2,462,500
3,462,500
4,462,500
5,462,500
1,463,500
2,463,500
3,463,500
4,463,500
5,463,500
1,464,500
2,464,500
3,464,500
4,464,500
5,464,500
1,465,500
2,465,500
3,465,500
4,465,500
5,465,500
1,466,500
2,466,500
3,466,500
4,466,500
